Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Walmart,WMT,"$6,867","$5,835","$43,046","$1,941",-,"$57,689","$107,710",-,"$17,037","$9,921","$141,136","$198,825","$66,928","$42,018",-,"$51,362","$118,290",$305,"$89,354","$-14,232",-,"$80,535","$198,825",2016
Walmart,WMT,"$8,705","$5,624","$44,469","$1,441",-,"$60,239","$110,171",-,"$16,695","$6,131","$139,342","$199,581","$64,619","$44,030",-,"$51,351","$115,970",$317,"$90,021","$-11,597",-,"$83,611","$199,581",2015
Walmart,WMT,"$9,135","$6,778","$45,141","$2,224",-,"$63,278","$114,280",-,"$18,102","$5,455","$140,212","$203,490","$65,253","$43,495",-,"$52,300","$117,553",$323,"$85,777","$-7,168",-,"$85,937","$203,490",2014
Visa,V,"$21,892","$4,474",-,"$2,584","$4,582","$33,532","$3,425","$1,921","$44,101","$7,520","$56,967","$90,499","$23,098","$20,463","$3,091","$28,668","$51,766",-,"$18,040","$-1,317",$-140,"$38,733","$90,499",2023
Visa,V,"$19,971","$3,952",-,"$2,668","$3,614","$30,205","$3,223","$2,136","$42,852","$7,085","$55,296","$85,501","$20,853","$20,200","$3,535","$29,067","$49,920",-,"$16,116","$-2,369",$-35,"$35,581","$85,501",2022
Visa,V,"$19,406","$3,726",-,$856,"$3,619","$27,607","$2,715","$1,705","$43,622","$7,247","$55,289","$82,896","$15,739","$19,978","$3,462","$29,568","$45,307",-,"$15,351",$436,$-133,"$37,589","$82,896",2021
Visa,V,"$20,942","$2,882",-,$757,"$3,064","$27,645","$2,737",$231,"$43,718","$6,588","$53,274","$80,919","$14,510","$21,071","$3,891","$30,199","$44,709",-,"$14,088",$354,$-39,"$36,210","$80,919",2020
Visa,V,"$13,279","$4,590",-,$712,"$2,389","$20,970","$2,695","$2,157","$42,436","$4,316","$51,604","$72,574","$13,415","$16,729","$2,939","$24,475","$37,890",-,"$13,502",$-650,$-171,"$34,684","$72,574",2019
Visa,V,"$13,200","$2,790",-,$562,"$1,664","$18,216","$2,472","$4,082","$42,752","$1,703","$51,009","$69,225","$11,305","$16,630","$2,666","$23,914","$35,219",-,"$11,318",$547,$-7,"$34,006","$69,225",2018
Visa,V,"$14,469","$2,554",-,$550,"$1,450","$19,023","$2,253","$1,926","$42,958","$1,817","$48,954","$67,977","$9,994","$16,618","$2,625","$25,223","$35,217",-,"$9,508",$878,$-52,"$32,760","$67,977",2017
Visa,V,"$9,965","$2,508",-,$555,"$1,285","$14,313","$2,150","$3,931","$42,300","$1,341","$49,722","$64,035","$8,046","$15,882","$2,387","$23,077","$31,123",-,"$10,462",$-458,$-34,"$32,912","$64,035",2016
Visa,V,"$7,087","$1,255",-,$353,"$1,326","$10,021","$1,888","$3,384","$23,186",$888,"$29,346","$39,367","$5,355",-,$897,"$4,170","$9,525",-,"$11,843",$-74,-,"$29,842","$39,367",2015
Visa,V,"$5,448","$1,608",-,$307,"$1,171","$9,562","$1,892","$3,015","$23,164",$936,"$29,007","$38,569","$6,006",-,"$1,005","$5,150","$11,156",-,"$9,131",$-17,-,"$27,413","$38,569",2014
UnitedHealth Group,UNH,"$29,628","$21,276",-,"$6,084","$21,449","$78,437","$11,450","$47,609","$118,926","$17,298","$195,283","$273,720","$99,054","$58,263","$14,463","$80,245","$179,299",$9,"$95,774","$-7,027",-,"$94,421","$273,720",2023
UnitedHealth Group,UNH,"$27,911","$17,681",-,"$6,621","$16,856","$69,069","$10,128","$43,728","$107,753","$15,027","$176,636","$245,705","$89,237","$54,513","$12,839","$75,018","$164,255",$9,"$86,156","$-8,393",-,"$81,450","$245,705",2022
UnitedHealth Group,UNH,"$23,907","$28,082",-,"$5,320","$4,449","$61,758","$8,969","$43,114","$85,839","$12,526","$150,448","$212,206","$78,292","$42,383","$11,787","$58,869","$137,161",$10,"$77,134","$-5,384",-,"$75,045","$212,206",2021
UnitedHealth Group,UNH,"$19,781","$25,404",-,"$4,457","$4,076","$53,718","$8,626","$41,242","$82,193","$11,510","$143,571","$197,289","$72,420","$38,648","$12,315","$56,541","$128,961",$10,"$69,295","$-3,814",-,"$68,328","$197,289",2020
UnitedHealth Group,UNH,"$14,245","$21,462",-,"$3,851","$3,076","$42,634","$8,704","$37,209","$76,008","$9,334","$131,255","$173,889","$61,782","$36,808","$10,144","$51,671","$113,453",$9,"$61,178","$-3,578",-,"$60,436","$173,889",2019
UnitedHealth Group,UNH,"$14,324","$18,250",-,"$3,086","$3,032","$38,692","$8,458","$32,510","$68,235","$4,326","$113,529","$152,221","$53,209","$34,581","$5,730","$44,693","$97,902",$10,"$55,846","$-4,160",-,"$54,319","$152,221",2018
UnitedHealth Group,UNH,"$15,490","$15,830",-,"$2,663","$3,101","$37,084","$7,013","$28,341","$63,045","$3,575","$101,974","$139,058","$50,463","$28,835","$5,556","$38,762","$89,225",$10,"$48,730","$-2,667",-,"$49,833","$139,058",2017
UnitedHealth Group,UNH,"$13,275","$15,651",-,"$1,848","$3,105","$33,879","$5,901","$23,868","$56,125","$3,037","$88,931","$122,810","$49,252","$25,777","$4,831","$35,381","$84,633",$10,"$40,945","$-2,681",-,"$38,177","$122,810",2016
UnitedHealth Group,UNH,"$12,911","$13,324",-,"$2,406","$2,998","$31,639","$4,861","$18,792","$52,844","$3,118","$79,615","$111,254","$42,898","$25,331","$3,977","$34,631","$77,529",$10,"$37,125","$-3,334",-,"$33,725","$111,254",2015
UnitedHealth Group,UNH,"$9,236","$9,750",-,"$1,052","$2,962","$23,556","$4,418","$18,827","$36,609","$2,972","$62,826","$86,382","$30,623","$16,007","$3,845","$23,305","$53,928",$10,"$33,836","$-1,392",-,"$32,454","$86,382",2014
Exxon,XOM,"$31,568",-,"$25,120",-,"$1,906","$96,609","$214,940","$47,630",-,"$17,138","$279,708","$376,317","$65,316","$37,483","$26,032","$98,463","$163,779","$17,781","$453,927","$-11,989",-,"$212,538","$376,317",2023
Exxon,XOM,"$29,665",-,"$24,435",-,"$1,782","$97,631","$204,692","$49,793",-,"$16,951","$271,436","$369,067","$69,045","$40,559","$24,071","$97,549","$166,594","$15,752","$432,860","$-13,270",-,"$202,473","$369,067",2022
Exxon,XOM,"$6,802",-,"$18,780",-,"$1,189","$59,154","$216,552","$45,195",-,"$18,022","$279,769","$338,923","$56,643","$43,428","$24,574","$106,597","$163,240","$15,746","$392,059","$-13,764",-,"$175,683","$338,923",2021
Exxon,XOM,"$4,364",-,"$18,850",-,"$1,098","$44,893","$227,553","$43,515",-,"$16,789","$287,857","$332,750","$56,363","$47,182","$24,495","$112,257","$168,620","$15,688","$383,943","$-16,705",-,"$164,130","$332,750",2020
Exxon,XOM,"$3,089",-,"$18,528",-,"$1,469","$50,052","$253,018","$43,164",-,"$16,363","$312,545","$362,597","$63,989","$26,342","$25,404","$99,670","$163,659","$15,637","$421,341","$-19,493",-,"$198,938","$362,597",2019
Exxon,XOM,"$3,042",-,"$18,958",-,"$1,272","$47,973","$247,101","$40,790",-,"$10,332","$298,223","$346,196","$57,138","$20,538","$22,476","$90,530","$147,668","$15,258","$421,653","$-19,564",-,"$198,528","$346,196",2018
Exxon,XOM,"$3,177",-,"$16,992",-,"$1,368","$47,134","$252,630","$39,160",-,"$9,767","$301,557","$348,691","$57,771","$24,406","$23,989","$96,420","$154,191","$14,656","$414,540","$-16,262",-,"$194,500","$348,691",2017
Exxon,XOM,"$3,657",-,"$15,080",-,"$1,285","$41,416","$244,224","$35,102",-,"$9,572","$288,898","$330,314","$47,638","$28,932","$25,193","$108,846","$156,484","$12,157","$407,831","$-22,239",-,"$173,830","$330,314",2016
Exxon,XOM,"$3,705",-,"$16,245",-,"$2,798","$42,623","$251,605","$34,245",-,"$8,285","$294,135","$336,758","$53,976","$19,925","$26,582","$105,972","$159,948","$11,612","$412,444","$-23,511",-,"$176,810","$336,758",2015
Exxon,XOM,"$4,658",-,"$16,678",-,"$3,565","$52,910","$252,668","$35,239",-,"$8,676","$296,583","$349,493","$64,633","$11,653","$27,111","$103,796","$168,429","$10,792","$408,384","$-18,957",-,"$181,064","$349,493",2014
ASML Holding,ASML,"$7,587.031","$6,183.504","$9,579.112",-,"$3,051.87","$26,401.52","$5,945.291",$995.283,"$5,768.983",$705.443,"$16,844.48","$43,246","$17,614.11","$5,012.672","$5,656.857","$11,072.36","$28,686.47",$38.963,"$13,398.33",$373.394,-,"$14,559.53","$43,246",2023
ASML Holding,ASML,"$7,771.354","$7,038.575","$7,585.604",-,"$1,905.646","$24,301.18","$4,155.609",$973.105,"$5,687.333",$779.453,"$13,944.92","$38,246.1","$18,947.52","$3,702.561","$6,031.649","$10,015.52","$28,963.04",$38.246,"$9,531.604",$451.257,-,"$9,283.059","$38,246.1",2022
ASML Holding,ASML,"$8,980.084","$4,985.11","$6,127.512",-,"$1,428.12","$21,520.83","$3,528.832","$1,055.917","$6,516.16","$1,196.587","$14,245.47","$35,766.3","$14,549.76","$4,821.132","$4,113.402","$9,219.188","$23,768.95",$43.183,"$9,840.197",$394.564,-,"$11,997.34","$35,766.3",2021
ASML Holding,ASML,"$8,397.732","$3,450.66","$5,219.625",-,"$1,128.821","$18,196.84","$2,821.824",$937.486,"$6,485.979","$1,086.898","$12,950.71","$31,147.55","$7,543.178","$5,326.316","$2,167.4","$7,765.926","$15,309.1",$42.951,"$12,258.59",$204.929,-,"$15,838.45","$31,147.55",2020
ASML Holding,ASML,"$5,284.272","$2,633.456","$4,266.304",-,"$1,402.8","$13,586.83","$2,239.216",$932.96,"$6,322.96",$930.048,"$11,758.32","$25,345.15","$5,257.392","$3,481.296","$2,240.672","$5,984.496","$11,241.89",$42.784,"$10,666.66",$311.136,-,"$14,103.26","$25,345.15",2019
ASML Holding,ASML,"$4,764.626","$2,491.083","$4,062.05",-,"$1,119.824","$12,437.58","$1,877.199","$1,081.56","$6,666.863",$952.004,"$11,344.1","$23,781.68","$4,478.234","$3,574.296","$1,684.46","$5,555.424","$10,033.66",$45.587,"$10,862.72",$336.585,-,"$13,748.02","$23,781.68",2018
ASML Holding,ASML,"$3,716.766","$2,070.031","$3,343.88",-,"$1,049.936","$10,180.61","$1,809.384","$1,110.181","$6,450.735",$681.232,"$10,386.78","$20,567.39","$3,777.35","$3,391.013",$961.094,"$4,722.732","$8,500.082",$43.856,"$8,150.933",$284.27,-,"$12,067.31","$20,567.39",2017
ASML Holding,ASML,"$4,489.33","$1,269.923","$3,077.32",-,$633.078,"$9,469.651","$1,867.096",-,"$6,857.399",$677.577,"$9,570.467","$19,040.12","$3,630.308","$3,399.246",$704.079,"$4,542.465","$8,172.772",$43.59,"$6,952.219",$665.257,-,"$10,867.34","$19,040.12",2016
ASML Holding,ASML,"$3,785.04","$1,203.917","$2,857.87",-,$563.977,"$8,558.631","$1,799.601",-,"$3,733.966",$500.659,"$6,204.171","$14,762.8","$3,450.204","$1,249.726",$462.83,"$1,997.641","$5,447.844",$43.068,"$5,867.704",$524.464,-,"$9,314.958","$14,762.8",2015
ASML Holding,ASML,"$3,661.359","$1,659.752","$3,389.498",-,$576.872,"$9,499.451","$1,924.192",-,"$4,096.072",$591.299,"$6,723.252","$16,222.7","$3,840.176","$1,528.53",$552.049,"$2,396.042","$6,236.218",$52.409,"$6,179.306",$281.833,-,"$9,986.486","$16,222.7",2014
