Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Blackstone,BX,1.0358,0.4277,0.7579,100,48.6037,51.0036,51.8673,51.4095,22.563,0.2362,-,2.5978,140.5013,23.975,28.9477,11.2829,13.7203,20.5248,2.479,2.5004,2018
Blackstone,BX,1.1852,0.525,1.1167,100,47.4826,50.2465,50.9012,57.6358,20.593,0.2076,-,2.4611,148.3064,24.9771,29.8031,9.8063,11.8642,20.4877,-2.367,-2.3853,2017
Blackstone,BX,1.0463,0.4204,0.7427,100,42.688,45.6543,47.266,46.278,20.1895,0.1949,-,2.3233,157.1035,18.2427,21.7351,8.5188,10.5741,19.1614,-2.0917,-2.0601,2016
Blackstone,BX,1.0835,0.3382,0.5258,100,33.4802,36.5906,38.7736,39.0558,15.2756,0.2063,-,2.5063,145.6331,13.4834,16.2713,7.211,8.9227,19.2922,-0.6814,-0.682,2015
Blackstone,BX,0.9421,0.3755,0.607,100,48.4837,50.1073,51.469,53.2648,21.171,0.2376,-,4.4348,82.3037,24.8162,29.2243,11.733,15.4979,25.0018,-3.3089,-3.3148,2014
Equinor,EQNR,1.7075,0.3358,0.6556,55.0497,33.3756,33.3756,43.2978,35.3481,11.0894,0.7464,12.6311,6.3293,57.6683,24.5443,27.8189,8.2908,16.3022,16.4701,-2.8784,-3.6205,2023
Equinor,EQNR,1.772,0.3297,0.5958,64.321,52.2592,52.2592,56.4971,52.1226,19.0616,0.9543,10.3374,6.7168,54.3412,53.2386,58.8622,18.1894,35.6883,17.2934,2.183,1.9366,2022
Equinor,EQNR,1.5851,0.4334,0.9286,61.3303,37.0232,37.0232,49.912,34.7356,9.4178,0.618,10.3564,5.0719,71.9651,21.9762,26.3294,5.8293,12.4512,11.9791,5.6862,5.7677,2021
Equinor,EQNR,1.6239,0.4883,1.1246,54.197,-7.4709,-7.4709,25.7803,-9.2955,-12.0258,0.3671,6.8048,5.5658,65.5786,-16.2167,-21.3495,-4.4035,-8.2984,10.4404,-0.9545,-0.4804,2020
Equinor,EQNR,1.267,0.3774,0.7054,54.1122,14.4475,14.4475,34.9643,14.4382,2.8637,0.5451,8.7814,7.817,46.6934,4.4971,6.0846,1.5678,2.8001,12.4535,-1.7813,-1.9652,2019
Equinor,EQNR,1.5692,0.3511,0.5984,51.6088,25.3,25.3,36.9203,23.7131,9.4669,0.7074,17.9646,8.8456,41.2633,17.5362,22.6281,6.7009,11.3789,12.9165,1.4034,1.6742,2018
Equinor,EQNR,1.3577,0.3775,0.7089,53.8922,22.5064,22.5064,36.6336,21.9328,7.5016,0.5507,8.3025,6.492,56.2231,11.5281,14.7065,4.1386,7.1767,12.0021,1.6848,2.1014,2017
Equinor,EQNR,1.4847,0.4437,0.9024,53.1206,0.1722,0.1722,25.3504,-0.388,-6.3698,0.4389,6.6641,5.8519,62.373,-8.268,-11.2237,-2.7762,-4.5992,10.8162,-1.4564,-1.362,2016
Equinor,EQNR,1.8326,0.4264,0.8011,55.9807,2.2937,2.2937,30.3192,0.0922,-8.7053,0.5435,10.4932,8.9405,40.8255,-12.8266,-16.7563,-4.7111,-7.3571,12.6846,-2.0624,-0.709,2015
Equinor,EQNR,1.423,0.3498,0.6075,51.6643,18.0096,18.0096,34.0526,18.0307,3.8997,0.748,15.0266,8.8534,41.2272,7.5797,9.7604,2.9291,4.9281,16.0827,0.9228,0.517,2014
Chipotle Mexican Grill,CMG,1.5726,-,-,26.1972,15.7807,15.7807,19.0162,16.4158,12.4471,1.2272,185.3407,58.5872,6.23,40.1259,40.4154,15.2745,40.1259,2.2331,0.3442,0.281,2023
Chipotle Mexican Grill,CMG,1.2755,-,-,23.8819,13.4389,13.4389,16.7607,13.6836,10.4127,1.2464,184.2697,55.844,6.5361,37.9684,38.3235,12.9787,37.9684,1.7143,0.0436,0.0097,2022
Chipotle Mexican Grill,CMG,1.5813,-,-,22.6182,10.6656,10.6656,14.0399,10.7693,8.6522,1.1344,177.9093,38.9701,9.3662,28.4231,28.6971,9.8149,28.4231,1.6363,0.4322,0.3873,2021
Chipotle Mexican Grill,CMG,1.7274,-,-,17.3959,4.8485,4.8485,8.8343,4.9089,5.9447,1.0003,186.9372,15.4529,23.6202,17.611,17.8044,5.9464,17.611,1.4429,-0.0429,-0.0794,2020
Chipotle Mexican Grill,CMG,1.6085,-,-,20.4514,7.9472,7.9472,11.756,8.2036,6.2681,1.0944,170.2897,51.6062,7.0728,20.8053,21.0801,6.8597,20.8053,1.2128,0.0655,0.0449,2019
Chipotle Mexican Grill,CMG,1.8107,-,-,18.7255,5.3108,5.3108,9.4625,5.5177,3.6291,2.1474,183.4374,78.0746,4.675,12.2492,12.4386,7.7931,12.2492,1.0408,0.1167,0.0629,2018
Chipotle Mexican Grill,CMG,1.9437,-,-,16.8934,6.0494,6.0494,9.6984,6.1599,3.9374,2.1882,187.321,89.877,4.0611,12.9176,13.1287,8.6158,12.9176,0.9737,0.0893,0.1114,2017
Chipotle Mexican Grill,CMG,1.8538,-,-,12.7604,0.8853,0.8853,4.6342,0.9922,0.5875,1.927,226.7907,85.6995,4.2591,1.6355,1.6615,1.1321,1.6355,0.9735,-0.1953,-0.2058,2016
Chipotle Mexican Grill,CMG,2.9101,-,-,26.0882,16.964,16.964,19.8603,17.1035,10.5661,1.6518,221.1617,46.6762,7.8198,22.35,22.5828,17.4529,22.35,1.3834,0.001,-0.0021,2015
Chipotle Mexican Grill,CMG,3.4981,-,-,27.2075,17.3017,17.3017,19.9908,17.387,10.8409,1.6255,195.0504,80.0411,4.5602,22.1318,22.3758,17.6224,22.1318,1.2972,0.0948,0.0623,2014
Fiserv,FI,1.0375,0.423,0.7578,59.8282,26.2609,26.2609,42.822,20.4159,16.0687,0.2101,-,0.6107,597.6533,10.2563,-17.4736,3.4426,5.9182,51.3603,1.2536,1.2827,2023
Fiserv,FI,1.041,0.3992,0.6794,54.9417,21.0859,21.0859,39.1949,16.4233,14.264,0.2115,-,0.7076,515.8401,8.1898,-14.5884,3.0786,4.9203,50.0429,1.121,0.5656,2022
Fiserv,FI,1.0314,0.3956,0.6705,49.9076,14.1008,14.1008,34.1181,10.2675,8.2214,0.2128,-,0.9827,371.4335,4.4298,-7.4747,1.84,2.6774,48.7262,-0.0616,-0.4719,2021
Fiserv,FI,1.0372,0.3804,0.6255,47.401,12.4697,12.4697,34.3994,7.8845,6.4503,0.199,-,1.0606,344.1351,2.9483,-5.2391,1.3066,1.8269,49.506,0.7199,0.7826,2020
Fiserv,FI,1.0839,0.3845,0.633,47.8846,15.7946,15.7946,33.2483,10.6312,8.7661,0.1314,-,3.6618,99.679,2.642,-4.7891,1.1788,1.6261,51.0176,1.5968,1.0873,2019
Fiserv,FI,1.1065,0.722,2.5988,47.2952,30.1048,30.1048,39.6531,26.7045,20.3847,0.517,-,3.7935,96.2176,51.7663,-21.3797,10.5399,14.3914,5.842,0.3131,0.1083,2018
Fiserv,FI,1.0191,0.642,1.7942,46.9101,26.8961,26.8961,34.691,23.8413,21.875,0.5536,-,5.7131,63.8878,45.1117,-25.9861,11.974,16.151,6.5791,0.2428,0.225,2017
Fiserv,FI,0.9495,0.6374,1.7954,46.2489,26.2489,26.2489,33.8965,23.1608,16.8937,0.565,-,6.1031,59.8056,36.5998,-19.9357,9.5453,13.2706,5.8956,0.1898,0.3439,2016
Fiserv,FI,1.0027,0.6172,1.6139,46.2489,26.2489,26.2489,33.8238,23.1608,16.8937,0.5894,-,6.8641,53.1753,34.9624,-21.0789,9.9572,13.3852,5.9032,0.4197,0.1958,2015
Fiserv,FI,0.9717,0.5288,1.1502,43.1307,23.8847,23.8847,31.8595,20.6672,14.8835,0.5443,-,6.3484,57.4951,22.8832,-19.2494,8.1006,10.7822,6.856,0.6338,0.4995,2014
Bristol Myers Squibb,BMY,1.4271,0.5542,1.3489,76.2409,18.7531,18.7531,40.4391,18.7531,17.831,0.473,4.0169,4.1211,88.5696,27.2681,-42.8663,8.449,12.1564,14.5893,0.5814,0.5205,2023
Bristol Myers Squibb,BMY,1.2459,0.5298,1.2636,78.039,16.7096,16.7096,38.9718,16.7096,13.707,0.4768,4.3339,4.6691,78.1731,20.3901,-24.5075,6.5534,9.5884,14.8322,-1.1307,-1.2181,2022
Bristol Myers Squibb,BMY,1.521,0.5238,1.2374,78.5707,17.4582,17.4582,40.4959,17.4582,15.0782,0.4243,4.7446,4.9509,73.7239,19.4801,-25.9557,6.4164,9.2764,16.5469,0.996,0.896,2021
Bristol Myers Squibb,BMY,1.5824,0.5606,1.3377,72.3106,-16.1602,-16.1602,8.253,-16.1602,-21.2028,0.3589,5.6765,5.0015,72.9777,-23.7448,25.0501,-7.5919,-10.4329,17.0563,1.4276,1.5825,2020
Bristol Myers Squibb,BMY,1.6037,0.4563,0.904,69.1031,19.0285,19.0285,25.7066,19.0285,13.1536,0.2012,1.8817,3.4021,107.2872,6.6927,-9.9543,2.6627,3.6388,23.2038,0.4792,0.5717,2019
Bristol Myers Squibb,BMY,1.6629,0.2855,0.5202,71.3355,26.4527,26.4527,29.2762,26.4527,21.8075,0.6449,5.4117,3.9257,92.977,35.0181,76.1311,14.1399,25.019,8.6989,1.1233,1.181,2018
Bristol Myers Squibb,BMY,1.5533,0.3706,0.6721,71.0531,24.6968,24.6968,28.4944,24.6968,4.8469,0.6192,5.1578,3.2978,110.6806,8.2299,25.8347,2.906,5.1801,7.2905,1.3729,1.4575,2017
Bristol Myers Squibb,BMY,1.5501,0.2591,0.4104,74.4222,30.4473,30.4473,32.4137,30.4473,22.9423,0.5763,4.004,3.5048,104.1435,27.5708,55.7314,13.3711,20.4279,9.8239,0.5665,0.3317,2016
Bristol Myers Squibb,BMY,1.2991,0.3123,0.4637,76.3949,12.5423,12.5423,14.8128,12.5423,9.4505,0.5216,3.2015,3.8521,94.7545,11.3075,26.6329,5.1373,7.7763,8.6839,-0.6313,-0.8048,2015
Bristol Myers Squibb,BMY,1.7265,0.3258,0.5227,75.2377,14.9947,14.9947,17.9356,14.9947,12.6204,0.4705,2.5205,4.6841,77.9237,13.542,32.71,6.012,9.1294,9.0641,-0.248,-0.2398,2014
Southern,SO,0.7746,0.6189,1.7601,70.4906,23.0705,23.0705,42.8147,17.2059,15.7447,0.1812,2.5416,10.1786,35.8597,10.9269,12.9613,2.7625,4.164,32.2869,1.0491,-0.0099,2023
Southern,SO,0.6624,0.5946,1.6666,59.6024,18.3408,18.3408,32.2211,14.4233,12.0359,0.2171,5.2827,10.8682,33.5841,9.927,11.835,2.5413,4.024,31.7098,0.0536,-0.7769,2022
Southern,SO,0.8209,0.6061,1.6494,69.8698,15.9997,15.9997,33.1891,11.1452,10.3535,0.1812,3.4942,10.2679,35.5477,7.1539,8.6022,1.8105,2.7925,30.7236,-0.5111,-0.6776,2021
Southern,SO,0.7134,0.5809,1.5123,75.1411,23.9755,23.9755,43.1411,17.1583,15.308,0.1657,2.4975,7.6511,47.7053,9.6265,11.5965,2.5241,3.9988,30.7711,0.8025,-2.9671,2020
Southern,SO,0.7825,0.566,1.4615,71.0911,36.1175,36.1175,51.6691,30.543,22.1252,0.1804,3.2436,7.6224,47.8851,14.9375,18.0834,3.9966,6.424,30.4369,-1.2908,1.3228,2019
Southern,SO,0.6708,0.5814,1.5973,66.1503,17.8378,17.8378,32.9432,11.7004,9.4744,0.201,4.2529,7.1413,51.1109,7.9204,9.8282,1.9673,3.2826,28.3656,0.4323,2.7783,2018
Southern,SO,0.7409,0.6323,1.9648,67.9693,10.1298,10.1298,25.14,4.6372,3.6559,0.2075,3.6304,7.5093,48.6064,3.6274,4.949,0.8342,1.317,25.6468,1.2347,1.5817,2017
Southern,SO,0.7527,0.6146,1.7754,69.9236,22.5473,22.5473,37.2386,17.491,12.304,0.1814,2.782,6.4514,56.5772,10.2149,12.9633,2.3054,3.6462,27,-1.7557,-3.1628,2016
Southern,SO,0.7149,0.5277,1.3004,69.152,24.484,24.484,38.1783,20.7502,13.5342,0.2233,2.7968,11.0202,33.1211,11.825,11.1795,3.1091,5.2043,24.2325,0.4104,0.025,2015
Southern,SO,0.6544,0.4922,1.1631,63.8436,19.7217,19.7217,32.1384,16.2885,10.6298,0.2629,3.3911,13.3916,27.2559,10.181,9.5348,2.8918,4.8421,23.4515,-0.4666,-0.0881,2014
RELX,RELX,0.5248,0.6012,1.8892,64.8947,29.2763,29.2763,37.9325,25.0519,19.4411,0.6141,10.1132,3.9436,92.5549,51.9919,-22.8586,11.9863,20.7352,2.2736,0.0669,0.075,2023
RELX,RELX,0.5917,0.6095,1.7928,64.3985,27.1601,27.1601,36.3381,24.7048,19.1044,0.5403,9.8544,3.5563,102.6336,43.4736,-20.0049,10.3102,16.9752,2.4317,0.1099,0.1031,2022
RELX,RELX,0.6289,0.648,1.9128,64.6328,26.0077,26.0077,36.0022,24.8067,20.3065,0.5227,10.1265,3.6959,98.7576,45.6266,-19.7556,10.6148,16.0607,2.2978,0.3719,0.3841,2021
RELX,RELX,0.5199,0.7492,3.3903,65.0211,21.4487,21.4487,33.3052,20.858,17.2152,0.5027,10.3625,3.6897,98.9248,57.4964,-14.132,8.5401,14.4204,1.4007,-0.3061,-0.3052,2020
RELX,RELX,0.4111,0.6653,2.9288,65.0114,26.6828,26.6828,35.3569,23.457,19.1135,0.571,12.6959,3.8094,95.816,68.9041,-18.6619,10.9435,23.0593,1.4475,0.0327,0.0382,2019
RELX,RELX,0.442,0.6783,2.6982,64.709,26.2146,26.2146,34.9039,22.9578,18.9803,0.5352,12.4717,3.7181,98.1681,60.5341,-17.6864,10.2007,19.4763,1.605,0.1606,0.1574,2018
RELX,RELX,0.477,0.6393,2.0581,64.2284,25.9008,25.9008,33.8545,23.5758,22.5561,0.5988,13.3553,4.0368,90.4188,70.2191,-24.5689,13.5716,25.3267,2.8862,0.0742,0.0751,2017
RELX,RELX,0.4436,0.6097,2.0539,63.9159,24.7716,24.7716,33.459,21.3633,16.8383,0.5175,11.9043,3.5251,103.5446,49.5759,-15.3051,8.7743,19.3479,2.9577,0.0849,0.0983,2016
RELX,RELX,0.4614,0.6008,1.7916,64.3443,25.0712,25.0712,25.0712,21.9729,16.8816,0.5338,13.4747,3.7295,97.8672,46.5565,-16.3311,9.0657,18.585,2.832,-0.0105,-0.0068,2015
RELX,RELX,0.4919,0.5957,1.8283,70.3435,24.2855,24.2855,24.2855,21.2888,16.5425,0.5207,14.1273,3.8823,94.0161,47.662,-17.5583,11.0821,23.244,-,0.0677,0.0531,2014
GSK,GSK,0.8849,0.543,1.4082,71.7588,22.2402,22.2402,29.8041,19.9947,16.249,0.514,1.5578,3.9093,93.3682,41.485,-60.4281,8.9958,18.9571,7.3818,-0.3885,-0.5628,2023
GSK,GSK,0.9105,0.6279,2.0787,67.4192,21.9377,21.9377,29.2593,19.1925,51.0026,0.4875,1.8566,3.9319,92.8308,48.7421,-43.6724,8.1818,18.1379,5.793,-0.9799,-0.8768,2022
GSK,GSK,0.7889,0.4908,1.1326,65.9876,18.1773,18.1773,18.1773,15.9524,12.854,0.4313,2.0064,4.0875,89.2974,23.8778,-26.4192,6.4422,12.1582,13.6195,0.0859,0.1167,2021
GSK,GSK,0.9142,0.5296,1.3048,65.6764,22.8247,22.8247,29.7193,20.4346,16.8597,0.424,1.952,4.4732,81.5976,30.6997,-32.5702,7.9422,14.4417,12.4032,0.2742,0.281,2020
GSK,GSK,0.8104,0.5624,1.6619,64.8545,20.6228,20.6228,27.5375,18.4304,13.7613,0.4236,1.9948,4.5222,80.7122,28.6975,-22.7461,6.6105,12.5587,10.8859,-0.549,-0.5041,2019
GSK,GSK,0.7526,0.8466,7.098,66.7727,17.7898,17.7898,23.8117,15.5738,11.755,0.5308,1.8702,4.6333,78.7768,110.1852,-20.9431,6.9679,16.8985,2.278,1.1418,1.1766,2018
GSK,GSK,0.5987,0.8035,4.898,65.7391,13.5394,13.5394,19.9066,11.6776,5.0752,0.5354,1.8611,4.8236,75.6698,62.1668,-10.9507,3.847,12.2177,2.0924,0.0269,0.1999,2017
GSK,GSK,0.8795,0.7471,3.786,66.6894,9.3155,9.3155,15.6764,6.9526,3.2701,0.472,1.8209,4.4608,81.8237,21.3984,-5.3696,1.7975,5.4117,3.1324,2.4753,2.5009,2016
GSK,GSK,1.2363,0.6332,1.8734,62.9938,43.1468,43.1468,49.9603,43.9995,35.2046,0.4476,1.8772,4.1282,88.416,94.3005,-64.6187,15.6644,34.5922,6.3298,-2.3746,-2.3914,2015
GSK,GSK,1.104,0.7624,3.8055,68.1692,14.2876,14.2876,23.094,12.901,12.3055,0.5659,1.7308,4.8556,75.1703,84.891,-58.9507,10.3078,20.1676,-,-1.3596,-1.4575,2014
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.6496,3.5881,-,-,-,-,32.2595,23.3267,0.0133,-,-,-,5.5025,5.8724,0.3185,1.9279,16.796,6.7565,6.7202,2023
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.669,3.7677,-,-,-,-,34.6459,25.0351,0.0141,-,-,-,6.9133,7.4086,0.3632,2.2885,14.574,-12.3019,-12.2826,2022
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.7147,4.4512,-,-,-,-,23.6734,17.483,0.0115,-,-,-,4.0298,4.3692,0.2076,1.1499,16.5969,-18.5056,-18.4894,2021
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.714,4.3052,-,-,-,-,33.1753,23.8453,0.0123,-,-,-,5.7435,6.1544,0.3,1.6425,16.8409,13.3752,13.3405,2020
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.7199,4.5105,-,-,-,-,14.4622,10.2323,0.0092,-,-,-,2.1124,2.2871,0.1089,0.5916,14.6523,8.1663,8.6002,2019
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.6647,3.3578,-,-,-,-,26.9853,17.5794,0.0158,-,-,-,5.5004,5.9131,0.3312,1.8443,15.185,-10.6614,-10.6607,2018
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.6294,2.9273,-,-,-,-,30.4439,20.6772,0.0191,-,-,-,7.1192,7.6295,0.4629,2.6384,15.9458,9.1697,9.0861,2017
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.6632,3.1122,-,-,-,-,28.0821,20.0282,0.0164,-,-,-,6.2301,6.8632,0.3874,2.098,15.6808,6.4451,6.47,2016
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.6126,3.3706,-,-,-,-,23.3591,15.4117,0.0225,-,-,-,7.2277,7.891,0.4047,2.7999,12.6849,-11.7473,-11.6971,2015
Sumitomo Mitsui Financial Group Inc,SMFG,-,0.6689,3.5528,-,-,-,-,34.9415,18.9394,0.0181,-,-,-,6.5599,7.1973,0.4035,2.1718,14.6704,0.1602,0.0935,2014
