Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Chipotle Mexican Grill,CMG,"$8,634.652","$6,572.533","$2,062.12",-,$564.191,$-50.699,$901.716,"$1,160.403",$21.128,"$1,181.531",$282.43,$899.101,-,$899.101,-,$899.101,"$1,447.229","$1,160.403",28,28,$32.28,$32.04,2022
Chipotle Mexican Grill,CMG,"$7,547.061","$5,840.052","$1,707.009",-,$606.854,$-40.555,$902.067,$804.942,$7.82,$812.763,$159.779,$652.984,-,$652.984,-,$652.984,"$1,059.599",$804.942,28,29,$23.21,$22.90,2021
Chipotle Mexican Grill,CMG,"$5,984.634","$4,943.553","$1,041.081",-,$466.291,$-46.092,$750.917,$290.164,$3.617,$293.781,$-61.985,$355.766,-,$355.766,-,$355.766,$528.698,$290.164,28,28,$12.74,$12.52,2020
Chipotle Mexican Grill,CMG,"$5,586.369","$4,443.879","$1,142.49",-,$451.552,$-34.202,$698.532,$443.958,$14.327,$458.285,$108.127,$350.158,-,$350.158,-,$350.158,$656.736,$443.958,28,28,$12.62,$12.38,2019
Chipotle Mexican Grill,CMG,"$4,864.985","$3,953.993",$910.992,-,$375.46,$-75.185,$652.624,$258.368,$10.068,$268.436,$91.883,$176.553,-,$176.553,-,$176.553,$460.347,$258.368,28,28,$6.35,$6.31,2018
Chipotle Mexican Grill,CMG,"$4,476.412","$3,720.196",$756.216,-,$296.388,$-25.686,$485.422,$270.794,$4.949,$275.743,$99.49,$176.253,-,$176.253,-,$176.253,$434.142,$270.794,28,29,$6.19,$6.17,2017
Chipotle Mexican Grill,CMG,"$3,904.384","$3,406.17",$498.214,-,$276.24,$-41.039,$463.647,$34.567,$4.172,$38.739,$15.801,$22.938,-,$22.938,-,$22.938,$180.935,$34.567,29,30,$0.78,$0.77,2016
Chipotle Mexican Grill,CMG,"$4,501.223","$3,326.936","$1,174.287",-,$250.214,$-30.116,$410.698,$763.589,$6.278,$769.867,$294.265,$475.602,-,$475.602,-,$475.602,$893.957,$763.589,31,31,$15.30,$15.10,2015
Chipotle Mexican Grill,CMG,"$4,108.269","$2,990.513","$1,117.756",-,$273.897,$-22.585,$406.956,$710.8,$3.503,$714.303,$268.929,$445.374,-,$445.374,-,$445.374,$821.274,$710.8,31,32,$14.35,$14.13,2014
Fiserv,FI,"$19,093","$7,670","$11,423",-,"$6,576",$167,"$6,409","$5,014","$-1,116","$3,898",$754,"$3,144",-,"$3,129",-,"$3,068","$8,176","$5,014",612,616,$5.02,$4.98,2023
Fiserv,FI,"$17,737","$7,992","$9,745",-,"$6,059",$54,"$6,005","$3,740",$-827,"$2,913",$551,"$2,362",-,"$2,582",-,"$2,530","$6,952","$3,740",642,648,$3.94,$3.91,2022
Fiserv,FI,"$16,226","$8,128","$8,098",-,"$5,810",-,"$5,810","$2,288",$-622,"$1,666",$363,"$1,303",-,"$1,403",-,"$1,334","$5,536","$2,288",663,672,$2.01,$1.99,2021
Fiserv,FI,"$14,852","$7,812","$7,040",-,"$5,652",$464,"$5,188","$1,852",$-681,"$1,171",$196,$975,-,$975,-,$958,"$5,109","$1,852",672,683,$1.42,$1.40,2020
Fiserv,FI,"$10,187","$5,309","$4,878",-,"$3,284",$15,"$3,269","$1,609",$-526,"$1,083",$198,$885,-,$914,-,$893,"$3,387","$1,609",512,523,$1.74,$1.71,2019
Fiserv,FI,"$5,823","$3,069","$2,754",-,"$1,228",$227,"$1,001","$1,753",$-198,"$1,555",$378,"$1,177",-,"$1,187",-,"$1,187","$2,309","$1,753",406,414,$2.93,$2.87,2018
Fiserv,FI,"$5,696","$3,024","$2,672",-,"$1,150",$10,"$1,140","$1,532",$-174,"$1,358",$158,"$1,200",-,"$1,232",$14,"$1,246","$1,976","$1,532",422,431,$2.95,$2.89,2017
Fiserv,FI,"$5,505","$2,959","$2,546",-,"$1,101",-,"$1,101","$1,445",$-170,"$1,275",$492,$783,-,$930,-,$930,"$1,866","$1,445",441,448,$2.11,$2.08,2016
Fiserv,FI,"$5,505","$2,959","$2,546",-,"$1,101",-,"$1,101","$1,445",$-170,"$1,275",$492,$783,-,$930,-,$930,"$1,862","$1,445",441,448,$2.11,$2.08,2015
Fiserv,FI,"$5,066","$2,881","$2,185",-,$975,-,$975,"$1,210",$-163,"$1,047",$384,$663,-,$754,-,$754,"$1,614","$1,210",497,505,$1.51,$1.49,2014
Bristol Myers Squibb,BMY,"$45,006","$10,693","$34,313","$9,299","$7,772","$1,158","$25,873","$8,440",-,"$8,440",$400,"$8,040",-,"$8,040",-,"$8,025","$18,200","$8,440","2,069","2,078",$3.88,$3.86,2023
Bristol Myers Squibb,BMY,"$46,159","$10,137","$36,022","$9,509","$7,814",$-576,"$28,309","$7,713",-,"$7,713","$1,368","$6,345",-,"$6,345",-,"$6,327","$17,989","$7,713","2,130","2,146",$2.97,$2.95,2022
Bristol Myers Squibb,BMY,"$46,385","$9,940","$36,445","$10,195","$7,690",$720,"$28,347","$8,098",-,"$8,098","$1,084","$7,014",-,"$7,014",-,"$6,994","$18,784","$8,098","2,221","2,245",$3.15,$3.12,2021
Bristol Myers Squibb,BMY,"$42,518","$11,773","$30,745","$10,048","$7,661","$2,314","$37,616","$-6,871",-,"$-6,871","$2,124","$-8,995",-,"$-8,995",-,"$-9,015","$3,509","$-6,871","2,258","2,258",$-3.99,$-3.99,2020
Bristol Myers Squibb,BMY,"$26,145","$8,078","$18,067","$6,148","$4,871",$-938,"$13,092","$4,975",-,"$4,975","$1,515","$3,460",-,"$3,460",-,"$3,439","$6,721","$4,975","1,705","1,712",$2.02,$2.01,2019
Bristol Myers Squibb,BMY,"$22,561","$6,467","$16,094","$6,332","$4,551",$854,"$10,126","$5,968",-,"$5,968","$1,021","$4,947",-,"$4,947",-,"$4,920","$6,605","$5,968","1,633","1,637",$3.01,$3.01,2018
Bristol Myers Squibb,BMY,"$20,776","$6,014","$14,762","$6,468","$4,751","$1,685","$9,631","$5,131",-,"$5,131","$4,156",$975,-,$975,-,"$1,007","$5,920","$5,131","1,645","1,652",$0.61,$0.61,2017
Bristol Myers Squibb,BMY,"$19,427","$4,969","$14,458","$5,012","$4,979","$1,448","$8,543","$5,915",-,"$5,915","$1,408","$4,507",-,"$4,507",-,"$4,457","$6,297","$5,915","1,671","1,680",$2.67,$2.65,2016
Bristol Myers Squibb,BMY,"$16,560","$3,909","$12,651","$5,920","$4,841",$187,"$10,574","$2,077",-,"$2,077",$446,"$1,631",-,"$1,631",-,"$1,565","$2,453","$2,077","1,667","1,679",$0.94,$0.93,2015
Bristol Myers Squibb,BMY,"$15,879","$3,932","$11,947","$4,534","$4,822",$-210,"$9,566","$2,381",-,"$2,381",$352,"$2,029",-,"$2,029",-,"$2,004","$2,848","$2,381","1,657","1,670",$1.21,$1.20,2014
Southern,SO,"$25,253","$7,452","$17,801",-,"$7,518",$68,"$11,975","$5,826","$-1,481","$4,345",$496,"$3,849",-,"$3,849",-,"$3,976","$10,812","$5,826","1,092","1,098",$3.64,$3.62,2023
Southern,SO,"$29,279","$11,828","$17,451",-,"$7,984",$-434,"$12,081","$5,370","$-1,147","$4,223",$795,"$3,428",-,"$3,428",-,"$3,524","$9,434","$5,370","1,075","1,081",$3.28,$3.26,2022
Southern,SO,"$23,113","$6,964","$16,149",-,"$7,192","$-1,694","$12,451","$3,698","$-1,122","$2,576",$267,"$2,309",-,"$2,309",-,"$2,393","$7,671","$3,698","1,061","1,068",$2.26,$2.24,2021
Southern,SO,"$20,375","$5,065","$15,310",-,"$6,647",$-260,"$10,425","$4,885","$-1,389","$3,496",$393,"$3,103",-,"$3,103",-,"$3,119","$8,790","$4,885","1,058","1,065",$2.95,$2.93,2020
Southern,SO,"$21,419","$6,192","$15,227",-,"$6,854","$2,401","$7,491","$7,736","$-1,194","$6,542","$1,798","$4,744",-,"$4,744",-,"$4,739","$11,067","$7,736","1,046","1,054",$4.53,$4.50,2019
Southern,SO,"$23,495","$7,953","$15,542",-,"$7,241",$-979,"$11,351","$4,191","$-1,442","$2,749",$449,"$2,300",-,"$2,300",-,"$2,226","$7,740","$4,191","1,020","1,025",$2.18,$2.17,2018
Southern,SO,"$23,031","$7,377","$15,654",-,"$6,989","$-3,322","$13,321","$2,333","$-1,265","$1,068",$142,$926,-,$926,-,$842,"$5,790","$2,333","1,000","1,008",$0.84,$0.84,2017
Southern,SO,"$19,896","$5,984","$13,912",-,"$6,495",$-429,"$9,426","$4,486","$-1,006","$3,480",$951,"$2,529",-,"$2,529",-,"$2,448","$7,409","$4,486",951,958,$2.57,$2.55,2016
Southern,SO,"$17,489","$5,395","$12,094",-,"$5,413",$-365,"$7,812","$4,282",$-653,"$3,629","$1,194","$2,435",-,"$2,435",-,"$2,367","$6,677","$4,282",910,914,$2.60,$2.59,2015
Southern,SO,"$18,467","$6,677","$11,790",-,"$5,335",$-868,"$8,148","$3,642",$-634,"$3,008",$977,"$2,031",-,"$2,031",-,"$1,963","$5,935","$3,642",897,901,$2.19,$2.18,2014
RELX,RELX,"$11,395.37","$4,000.382","$7,394.986",-,"$4,116.065",$57.219,"$4,058.846","$3,336.14",$-481.389,"$2,854.75",$630.657,"$2,224.093",-,"$2,224.093",-,"$2,215.386","$4,322.553","$3,336.14","1,892","1,903",$1.17,$1.16,2023
RELX,RELX,"$10,579.21","$3,766.361","$6,812.846",-,"$3,963.028",$23.501,"$3,939.526","$2,873.319",$-259.749,"$2,613.57",$594.949,"$2,018.621",-,"$2,018.621",-,"$2,021.095","$3,844.285","$2,873.319","1,919","1,929",$1.05,$1.05,2022
RELX,RELX,"$9,961.225","$3,523.006","$6,438.219",-,"$3,887.408",$39.878,"$3,847.53","$2,590.688",$-119.634,"$2,471.055",$448.283,"$2,022.772",-,"$2,022.772",-,"$2,022.772","$3,586.261","$2,590.688","1,928","1,939",$1.05,$1.04,2021
RELX,RELX,"$9,129.24","$3,193.308","$5,935.932",-,"$3,997.092",$19.26,"$3,977.833","$1,958.1",$-53.928,"$1,904.172",$353.1,"$1,551.072",-,"$1,551.072",-,"$1,571.616","$3,040.512","$1,958.1","1,926","1,938",$0.82,$0.81,2020
RELX,RELX,"$10,054.31","$3,517.86","$6,536.451",-,"$3,906.037",$52.353,"$3,853.683","$2,682.767",$-324.333,"$2,358.434",$431.592,"$1,926.842",-,"$1,926.842",-,"$1,921.734","$3,554.89","$2,682.767","1,944","1,956",$0.99,$0.98,2019
RELX,RELX,"$10,000.32","$3,529.211","$6,471.11",-,"$3,892.277",$42.714,"$3,849.564","$2,621.546",$-325.691,"$2,295.856",$389.762,"$1,906.094",-,"$1,906.094",-,"$1,898.086","$3,490.501","$2,621.546","1,977","1,991",$0.96,$0.95,2018
RELX,RELX,"$9,479.124","$3,390.833","$6,088.291",-,"$3,680.813",$47.686,"$3,633.127","$2,455.164",$-220.385,"$2,234.779",$86.35,"$2,148.43",-,"$2,148.43",-,"$2,138.119","$3,209.112","$2,455.164","2,019","2,035",$1.06,$1.05,2017
RELX,RELX,"$9,344.794","$3,371.986","$5,972.808",-,"$3,708.101",$50.146,"$3,657.955","$2,314.853",$-318.496,"$1,996.357",$412.011,"$1,584.346",-,"$1,584.346",-,"$1,573.503","$3,126.678","$2,314.853","2,062","2,080",$0.76,$0.76,2016
RELX,RELX,"$9,129.659","$3,255.241","$5,874.418",-,"$3,683.361",$97.856,"$3,585.505","$2,288.913",$-282.865,"$2,006.048",$455.642,"$1,550.406",-,"$1,550.406",-,"$1,541.232","$2,288.913","$2,288.913","2,109","2,128",$0.73,$0.72,2015
RELX,RELX,"$8,826.91","$3,067.17","$5,759.74",-,"$3,616.08",-,"$3,616.08","$2,143.66",$-264.51,"$1,879.14",$411.3,"$1,467.84",-,"$1,878.646",-,"$1,460.19","$2,143.66","$2,143.66","2,221","2,221",$0.67,$0.67,2014
GSK,GSK,"$37,725","$10,654","$27,071","$7,740.79","$11,674",$733.901,"$18,680.89","$8,390.105",$-847.096,"$7,543.01",$940.388,"$6,602.621",-,"$6,602.621",-,"$6,129.939","$11,243.61","$8,390.105","2,026","2,056",$3.03,$2.98,2023
GSK,GSK,"$36,270.86","$11,817.34","$24,453.51","$6,788.107","$10,355.33",$646.899,"$16,496.54","$7,956.977",$-995.705,"$6,961.273",$874.488,"$6,086.785",-,"$6,086.785","$13,234.83","$18,499.08","$10,612.6","$7,956.977","2,013","2,042",$9.19,$9.06,2022
GSK,GSK,"$46,910.16","$15,955.29","$30,954.88","$7,257.778","$15,091.72",$-78.381,"$22,427.87","$8,526.996","$-1,043.701","$7,483.294",$475.785,"$7,007.51",-,"$7,007.51",-,"$6,029.813","$8,526.996","$8,526.996","2,001","2,001",$3.01,$3.01,2021
GSK,GSK,"$43,783.12","$15,027.94","$28,755.18","$6,545.832","$14,709.5","$2,493.528","$18,761.81","$9,993.371","$-1,046.46","$8,946.912",$744.72,"$8,202.192",-,"$8,202.192",-,"$7,381.716","$13,012.05","$9,993.371","1,990","2,015",$3.71,$3.66,2020
GSK,GSK,"$43,100.48","$15,147.86","$27,952.62","$5,832.879","$14,559.21","$1,327.976","$19,064.12","$8,888.504",$-944.906,"$7,943.595","$1,216.886","$6,726.709",-,"$6,726.709",-,"$5,931.201","$11,868.79","$8,888.504","1,979","2,006",$3.00,$2.96,2019
GSK,GSK,"$41,139.87","$13,669.69","$27,470.18","$5,196.376","$13,234.54","$-1,720.557","$20,151.47","$7,318.707",$-911.669,"$6,407.04","$1,006.439","$5,400.601",-,"$5,400.601",-,"$4,835.98","$9,796.096","$7,318.707","1,966","1,988",$2.46,$2.43,2018
GSK,GSK,"$38,903.72","$13,328.77","$25,574.95","$5,768.669","$12,465.27","$-2,073.679","$20,307.62","$5,267.328",$-724.306,"$4,543.02","$1,747.613","$2,795.407",-,"$2,795.407",-,"$1,974.442","$7,744.402","$5,267.328","1,954","1,976",$1.01,$1.00,2017
GSK,GSK,"$37,797.96","$12,590.74","$25,207.22","$4,917.028","$12,693.74","$-4,075.387","$21,686.15","$3,521.066",$-893.143,"$2,627.927","$1,188.598","$1,439.329",-,"$1,439.329",-,"$1,236.034","$5,925.369","$3,521.066","1,944","1,964",$0.64,$0.63,2016
GSK,GSK,"$36,578.27","$13,536.24","$23,042.03","$5,443.24","$14,115.73","$12,299.28","$7,259.69","$15,782.34",$311.916,"$16,094.25","$3,293.466","$12,800.79",-,"$12,800.79",-,"$12,877.24","$18,274.61","$15,782.34","1,932","1,955",$6.66,$6.59,2015
GSK,GSK,"$37,916.18","$12,069.03","$25,847.15","$5,685.94","$14,743.9",-,"$20,429.84","$5,417.309",$-525.74,"$4,891.56",$225.78,"$4,665.78",-,"$6,905.888",-,"$4,665.77","$8,756.358","$5,417.309","1,923","1,946",$2.16,$2.14,2014
Sumitomo Mitsui Financial Group Inc,SMFG,"$61,105.73","$29,896.78","$31,208.96",-,"$21,092.67",-,"$21,092.67","$10,116.29",$854.068,"$9,262.208","$2,578.275","$6,683.934",-,"$6,683.934",-,"$6,644.328",-,-,"6,645","6,645",$1.00,$1.00,2023
Sumitomo Mitsui Financial Group Inc,SMFG,"$41,315.81","$14,363.44","$26,952.37",-,"$17,614.49",-,"$17,614.49","$9,337.883",-,"$9,337.883","$2,412.6","$6,925.283",-,"$6,925.283",-,"$6,747.549",-,-,"6,824","6,826",$0.99,$0.99,2022
Sumitomo Mitsui Financial Group Inc,SMFG,"$28,134.66","$2,703.073","$25,431.59",-,"$19,411.06",-,"$19,411.057","$6,020.527",-,"$6,020.53","$1,436.362","$4,584.168",-,"$4,584.168",-,"$4,446.2",-,-,"6,854","6,856",$0.65,$0.65,2021
Sumitomo Mitsui Financial Group Inc,SMFG,"$30,835.23","$3,734.103","$27,101.13",-,"$18,110.24",-,"$18,110.237","$8,990.893",-,"$8,990.894","$2,363.179","$6,627.715",-,"$6,627.715",-,"$6,462.34",-,-,"6,851","6,854",$0.94,$0.94,2020
Sumitomo Mitsui Financial Group Inc,SMFG,"$28,021.69","$10,034.72","$17,986.98",-,"$15,385.67",-,"$15,385.66","$2,601.309",-,"$2,601.309",$476.266,"$2,125.043",-,"$2,125.043",-,"$1,840.478",-,-,"6,876","6,880",$0.27,$0.27,2019
Sumitomo Mitsui Financial Group Inc,SMFG,"$37,661.71","$9,916.875","$27,744.84",-,"$20,257.81",-,"$20,257.815","$7,487.027",-,"$7,487.028","$1,658.754","$5,828.274",-,"$5,828.274",-,"$4,877.388",-,-,"6,988","6,993",$0.70,$0.70,2018
Sumitomo Mitsui Financial Group Inc,SMFG,"$39,685.57","$6,605.721","$33,079.85",-,"$23,009.07",-,"$23,009.069","$10,070.78",-,"$10,070.78","$2,064.402","$8,006.382",-,"$8,006.382",-,"$6,839.982",-,-,"7,052","7,057",$0.97,$0.97,2017
Sumitomo Mitsui Financial Group Inc,SMFG,"$33,826.57","$4,671.743","$29,154.83",-,"$20,967.56",-,"$20,967.557","$8,187.273",-,"$8,187.273","$1,299.824","$6,887.45",-,"$6,887.45",-,"$5,839.191",-,-,"6,846","6,852",$0.85,$0.85,2016
Sumitomo Mitsui Financial Group Inc,SMFG,"$38,524.22","$3,696.663","$34,827.55",-,"$26,649.67",-,"$26,649.677","$8,177.883",$-42.455,"$8,135.411","$1,867.89","$6,267.521",-,"$6,267.521",-,"$5,367.502",-,-,"6,836","6,841",$0.79,$0.78,2015
Sumitomo Mitsui Financial Group Inc,SMFG,"$32,881.96","$3,377.074","$29,504.89",-,"$19,195.42",-,"$19,195.426","$10,309.46",-,"$10,309.46","$3,730.518","$6,578.945",-,"$6,578.945",-,"$5,588.037",-,-,"6,836","6,840",$0.82,$0.82,2014
