Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Mitsubishi UFJ Financial,MUFG,"$47,429.66","$5,442.601","$41,987.05",-,"$29,209.32",-,"$29,209.319","$12,777.73",$-337.951,"$12,439.78","$3,819.693","$8,620.089",-,"$8,620.089",-,"$7,896.637",-,-,"13,878","13,952",$0.57,$0.57,2015
Mitsubishi UFJ Financial,MUFG,"$49,488.59","$5,685.161","$43,803.43",-,"$28,215.11",-,"$28,215.109","$15,588.31",$-894.02,"$14,694.29","$4,256.853","$10,437.44",-,"$10,437.44",-,"$9,407.207",-,-,"14,119","14,119",$0.67,$0.66,2014
AT&T,T,"$122,428","$50,123","$72,305",-,"$28,874","$-1,193","$48,844","$23,461","$-3,613","$19,848","$4,225","$15,623",-,"$15,623",-,"$14,192","$42,238","$23,461","7,181","7,258",$1.97,$1.97,2023
AT&T,T,"$120,741","$50,848","$69,893",-,"$28,961","$-27,498","$74,480","$-4,587","$1,493","$-3,094","$3,780","$-6,874",-,"$-6,874",$-181,"$-8,727","$13,434","$-4,587","7,166","7,587",$-1.13,$-1.13,2022
AT&T,T,"$134,038","$60,407","$73,631",-,"$29,669",$-213,"$47,734","$25,897","$3,274","$29,171","$5,395","$23,776",-,"$23,776","$-2,297","$19,874","$43,749","$25,897","7,168","7,503",$2.77,$2.73,2021
AT&T,T,"$143,050","$65,651","$77,399",-,"$30,817","$-15,687","$69,027","$8,372","$-8,726",$-354,"$1,168","$-1,522",-,"$-1,522","$-2,299","$-5,369","$30,895","$8,372","7,157","7,466",$-0.75,$-0.75,2020
AT&T,T,"$181,193","$84,141","$97,052",-,"$39,422","$-1,458","$69,097","$27,955","$-9,487","$18,468","$3,493","$14,975",-,"$14,975",-,"$13,900","$65,759","$27,955","7,319","7,348",$1.90,$1.89,2019
AT&T,T,"$170,756","$79,419","$91,337",-,"$36,765",$-46,"$65,241","$26,096","$-1,223","$24,873","$4,920","$19,953",-,"$19,953",-,"$19,370","$58,298","$26,096","6,778","6,806",$2.85,$2.85,2018
AT&T,T,"$160,546","$77,810","$82,736",-,"$35,465","$-2,914","$62,766","$19,970","$-4,831","$15,139","$-14,708","$29,847",-,"$29,847",-,"$29,450","$44,357","$19,970","6,164","6,183",$4.77,$4.76,2017
AT&T,T,"$163,786","$77,190","$86,596",-,"$36,845",$-361,"$63,053","$23,543","$-3,731","$19,812","$6,479","$13,333",-,"$13,333",-,"$12,976","$49,390","$23,543","6,168","6,189",$2.10,$2.10,2016
AT&T,T,"$146,801","$67,046","$79,755",-,"$32,919",$-35,"$54,970","$24,785","$-4,093","$20,692","$7,005","$13,687",-,"$13,687",-,"$13,345","$46,801","$24,785","5,628","5,646",$2.37,$2.37,2015
AT&T,T,"$132,447","$60,145","$72,302",-,"$39,697","$-2,120","$60,090","$12,212","$-1,857","$10,355","$3,619","$6,736",-,"$6,736",-,"$6,442","$30,485","$12,212","5,205","5,221",$1.24,$1.24,2014
Elevance Health,ELV,"$171,340","$141,623","$29,717",-,-,"$-20,087","$20,972","$8,745","$-1,030","$7,715","$1,724","$5,991",-,"$5,991",-,"$5,987","$10,490","$8,745",236,237,$25.38,$25.22,2023
Elevance Health,ELV,"$156,595","$129,677","$26,918",-,-,"$-17,700","$18,467","$8,451",$-851,"$7,600","$1,712","$5,888",-,"$5,888",-,"$5,894","$10,126","$8,451",240,243,$24.56,$24.28,2022
Elevance Health,ELV,"$138,639","$113,466","$25,173",-,-,"$-15,918","$16,359","$8,814",$-819,"$7,995","$1,846","$6,149",-,"$6,149",-,"$6,158","$10,116","$8,814",244,247,$25.26,$24.95,2021
Elevance Health,ELV,"$121,867","$96,998","$24,869",-,"$17,450",-,"$17,811","$7,058",$-820,"$6,238","$1,666","$4,572",-,"$4,572",-,"$4,572","$8,212","$7,058",251,254,$18.23,$17.98,2020
Elevance Health,ELV,"$104,213","$83,778","$20,435",-,"$13,364",-,"$13,702","$6,733",$-748,"$5,985","$1,178","$4,807",-,"$4,807",-,"$4,807","$7,866","$6,733",256,260,$18.81,$18.47,2019
Elevance Health,ELV,"$92,105","$71,895","$20,210",-,"$14,020",-,"$14,378","$5,832",$-764,"$5,068","$1,318","$3,750",-,"$3,750",-,"$3,750","$6,964","$5,832",258,264,$14.53,$14.19,2018
Elevance Health,ELV,"$90,040","$72,236","$17,804",-,"$12,650",-,"$12,819","$4,985","$-1,021","$3,964",$121,"$3,843",-,"$3,843",-,"$3,843","$5,876","$4,985",262,268,$14.70,$14.35,2017
Elevance Health,ELV,"$84,863","$66,834","$18,029",-,"$12,559",-,"$12,751","$5,278",$-723,"$4,555","$2,085","$2,470",-,"$2,470",-,"$2,470","$6,190","$5,278",263,268,$9.39,$9.21,2016
Elevance Health,ELV,"$79,156.5","$61,116.9","$18,039.6",-,"$12,534.8",-,"$12,764.9","$5,274.703",$-643.7,"$4,631","$2,071","$2,560",-,"$2,560",-,"$2,560","$6,182.603","$5,274.703",263,273,$9.73,$9.38,2015
Elevance Health,ELV,"$73,874.1","$56,854.9","$17,019.2",-,"$11,748.4",-,"$11,969.3","$5,049.906",$-681.8,"$4,368.1","$1,808","$2,560.1",-,"$2,560.1",$9.6,"$2,569.7","$5,900.906","$5,049.906",276,286,$9.31,$8.99,2014
Vertex Pharmaceuticals,VRTX,"$9,869.2","$1,262.2","$8,607","$3,162.9","$1,136.6",$51.6,"$4,775","$3,832",$547.8,"$4,379.8",$760.2,"$3,619.6",-,"$3,619.6",-,"$3,619.6","$4,013.301","$3,832",258,261,$14.05,$13.89,2023
Vertex Pharmaceuticals,VRTX,"$8,930.7","$1,080.3","$7,850.4","$2,540.3",$944.7,$57.5,"$3,543","$4,307.4",$-75,"$4,232.4",$910.4,"$3,322",-,"$3,322",-,"$3,322","$4,455.7","$4,307.4",256,259,$12.97,$12.82,2022
Vertex Pharmaceuticals,VRTX,"$7,574.4",$904.2,"$6,670.2","$1,937.8",$840.1,$3.1,"$3,888.1","$2,782.1",$-51.7,"$2,730.4",$388.3,"$2,342.1",-,"$2,342.1",-,"$2,342.1","$2,907.7","$2,782.1",258,260,$9.09,$9.01,2021
Vertex Pharmaceuticals,VRTX,"$6,205.7",$736.3,"$5,469.4","$1,644.9",$770.5,$-13.1,"$2,613.1","$2,856.3",$260.6,"$3,116.9",$405.2,"$2,711.7",-,"$2,711.7",-,"$2,711.7","$2,965.8","$2,856.3",260,263,$10.44,$10.29,2020
Vertex Pharmaceuticals,VRTX,"$4,162.8",$547.8,"$3,615","$1,754.5",$658.5,$-4.5,"$2,417.5","$1,197.5",$197.4,"$1,394.9",$218.1,"$1,176.8",-,"$1,176.8",-,"$1,176.8","$1,304.4","$1,197.5",257,261,$4.58,$4.51,2019
Vertex Pharmaceuticals,VRTX,"$3,047.597",$409.539,"$2,638.058","$1,416.476",$557.616,$-29,"$2,002.908",$635.15,$-34.909,$600.241,"$-1,486.862","$2,087.103",-,"$2,087.103",-,"$2,096.896",$707.57,$635.15,254,259,$8.24,$8.09,2018
Vertex Pharmaceuticals,VRTX,"$2,488.652",$275.119,"$2,213.533","$1,324.625",$496.079,$-255.34,"$2,090.29",$123.243,$-138.932,$-15.689,$-107.324,$91.635,-,$91.635,-,$263.484,$184.64,$123.243,249,253,$1.06,$1.04,2017
Vertex Pharmaceuticals,VRTX,"$1,702.177",$210.46,"$1,491.717","$1,047.69",$432.829,-,"$1,481.781",$9.936,$-77.302,$-67.366,$16.665,$-84.031,-,$-84.031,-,$-112.052,$71.334,$9.936,245,245,$-0.46,$-0.46,2016
Vertex Pharmaceuticals,VRTX,"$1,032.336",$124.512,$907.824,$995.922,$376.575,-,"$1,374.703",$-466.879,$-90.921,$-557.8,$30.381,$-588.181,-,$-588.181,-,$-556.334,$-404.536,$-466.879,241,241,$-2.31,$-2.31,2015
Vertex Pharmaceuticals,VRTX,$580.415,$60.987,$519.428,$855.506,$305.409,-,"$1,211.84",$-692.412,$-42.463,$-734.875,$6.958,$-741.833,-,$-741.833,$-0.912,$-738.555,$-629.155,$-692.412,235,235,$-3.14,$-3.14,2014
Sanofi,SNY,"$50,266.34","$15,407.62","$34,858.72","$7,281.714","$11,571.95","$-2,448.163","$25,265.22","$9,593.504","$-1,851.815","$7,741.692","$1,733.845","$6,007.847",-,"$5,883.383",-,"$5,844.42","$14,779.89","$9,593.504","2,503","2,513",$2.33,$2.33,2023
Sanofi,SNY,"$47,821.85","$14,429.05","$33,392.8","$7,065.441","$11,054.37",$-981.955,"$22,672.42","$10,720.38",$260.239,"$10,980.62","$2,113.521","$8,867.098",-,"$8,938.742",-,"$8,819.686","$14,323.69","$10,720.38","2,504","2,514",$3.52,$3.51,2022
Sanofi,SNY,"$46,347.94","$14,498.89","$31,849.05","$6,734.205","$11,304.52","$-1,125.128","$22,003.29","$9,845.758",$-619.945,"$9,225.813","$1,843.27","$7,382.544",-,"$7,428.685",-,"$7,362.431","$13,810.33","$9,845.758","2,505","2,516",$2.94,$2.93,2021
Sanofi,SNY,"$42,686.61","$13,886.94","$28,799.67","$6,315.777","$10,726.2","$7,766.498","$12,411.09","$16,388.58",$-620.269,"$15,768.31","$2,070.99","$13,697.32",-,"$14,107.41",-,"$14,066.28","$20,596.81","$16,388.58","2,507","2,520",$5.61,$5.58,2020
Sanofi,SNY,"$42,146.72","$13,413.12","$28,733.6","$6,740.16","$11,068.96",$-61.6,"$21,463.68","$7,269.914","$-4,109.28","$3,160.64",$155.68,"$3,004.96",-,"$3,290.56",-,"$3,142.72","$15,616.15","$7,269.914","2,500","2,514",$1.25,$1.25,2019
Sanofi,SNY,"$42,134.54","$13,504.74","$28,629.8","$6,960.814","$11,643.48",$517.278,"$22,397.66","$6,232.137","$-1,029.832","$5,202.305",$568.061,"$4,634.244",-,"$5,223.563",-,"$5,085.386","$11,285.64","$6,232.137","2,494","2,510",$2.04,$2.02,2018
Sanofi,SNY,"$40,921.38","$13,123.91","$27,797.47","$6,185.001","$11,368.56",$-238.493,"$20,727.45","$7,070.027",$-819.468,"$6,250.559","$1,946.377","$4,304.183",-,"$4,421.734",-,"$9,532.95","$11,236.31","$7,070.027","2,514","2,534",$3.79,$3.76,2017
Sanofi,SNY,"$38,407.87","$11,842.83","$26,565.04","$5,723.335","$10,497.21",$92.954,"$18,972.66","$7,592.383","$-1,309.108","$6,283.275","$1,467.352","$4,815.923",-,"$4,964.208",-,"$5,210.979","$11,245.27","$7,592.383","2,573","2,592",$2.02,$2.01,2016
Sanofi,SNY,"$38,709.66","$12,124.46","$26,585.2","$5,643.053","$10,417.77",$-230.963,"$19,547.48","$7,037.719","$-1,215.888","$5,821.827",$787.274,"$5,034.554",-,"$5,010.125",-,"$4,760.285","$11,785.79","$7,037.719","2,612","2,641",$1.82,$1.80,2015
Sanofi,SNY,"$45,341.09","$14,660.85","$30,680.24","$6,412.543","$12,105.94",$218.005,"$22,146.14","$8,534.105",$-915.888,"$7,618.218","$1,556.61","$6,061.608",-,"$5,993.813",-,"$5,835.627","$13,554.87","$8,534.105","2,632","2,662",$2.22,$2.19,2014
TJX,TJX,"$54,217","$37,951","$16,266",-,"$10,469",-,"$10,469","$5,797",$170,"$5,967","$1,493","$4,474",-,"$4,474",-,"$4,474","$6,921","$5,797","1,146","1,159",$3.90,$3.86,2023
TJX,TJX,"$49,936","$36,149","$13,787",-,"$8,927",-,"$8,927","$4,860",$-224,"$4,636","$1,138","$3,498",-,"$3,498",-,"$3,498","$5,869","$4,860","1,166","1,178",$3.00,$2.97,2022
TJX,TJX,"$48,550","$34,714","$13,836",-,"$9,081",-,"$9,081","$4,755",$-357,"$4,398","$1,115","$3,283",-,"$3,283",-,"$3,283","$5,812","$4,755","1,200","1,216",$2.74,$2.70,2021
TJX,TJX,"$32,137","$24,534","$7,603",-,"$7,021",-,"$7,021",$582,$-493,$89,$-1,$90,-,$90,-,$90,"$1,512",$582,"1,200","1,215",$0.08,$0.07,2020
TJX,TJX,"$41,716.98","$29,845.78","$11,871.2",-,"$7,454.988",-,"$7,454.99","$4,416.211",$-10.026,"$4,406.183","$1,133.99","$3,272.193",-,"$3,272.193",-,"$3,272.193","$5,408.471","$4,416.211","1,208","1,227",$2.71,$2.67,2019
TJX,TJX,"$38,972.93","$27,831.18","$11,141.76",-,"$6,923.564",-,"$6,959.68","$4,182.07",$-8.86,"$4,173.211","$1,113.413","$3,059.798",-,"$3,059.798",-,"$3,059.798","$5,105.282","$4,182.07","1,241","1,259",$2.47,$2.43,2018
TJX,TJX,"$35,864.66","$25,502.17","$10,362.5",-,"$6,375.071",-,"$6,474.32","$3,888.176",$-31.588,"$3,856.588","$1,248.64","$2,607.948",-,"$2,607.948",-,"$2,607.948","$4,713.383","$3,888.176","1,274","1,292",$2.05,$2.02,2017
TJX,TJX,"$33,183.74","$23,565.75","$9,617.988",-,"$5,768.467",-,"$5,799.64","$3,818.348",$-95.307,"$3,723.043","$1,424.809","$2,298.234",-,"$2,298.234",-,"$2,298.234","$4,477.144","$3,818.348","1,311","1,329",$1.75,$1.73,2016
TJX,TJX,"$30,944.94","$22,034.52","$8,910.414",-,"$5,205.715",-,"$5,205.72","$3,704.699",$-46.4,"$3,658.3","$1,380.642","$2,277.658",-,"$2,277.658",-,"$2,277.658","$4,321.395","$3,704.699","1,347","1,367",$1.69,$1.67,2015
TJX,TJX,"$29,078.41","$20,776.52","$8,301.885",-,"$4,695.384",-,"$4,695.39","$3,606.5",$-56.617,"$3,549.884","$1,334.756","$2,215.128",-,"$2,215.128",-,"$2,215.128","$4,283.489","$3,606.5","1,385","1,407",$1.60,$1.57,2014
Progressive,PGR,"$62,108.5","$56,561.2","$5,547.297",-,-,-,-,"$5,547.297",$-643.6,"$4,903.7","$1,001.3","$3,902.4",-,"$3,902.4",-,"$3,864.8","$5,888.397","$5,547.297",585,588,$6.61,$6.58,2023
Progressive,PGR,"$49,610.7","$47,899.3","$1,711.402",-,-,-,$224.8,"$1,486.602",$-564.5,$922.1,$200.6,$721.5,-,$721.5,-,$694.6,"$1,798.002","$1,486.602",584,587,$1.19,$1.18,2022
Progressive,PGR,"$47,702","$42,995.1","$4,706.898",-,-,-,-,"$4,706.898",$-496.9,"$4,210",$859.1,"$3,350.9",-,"$3,350.9",-,"$3,324","$5,174.599","$4,706.898",585,587,$5.69,$5.66,2021
Progressive,PGR,"$42,658.1","$35,042.4","$7,615.699",-,-,-,-,"$7,615.699",$-442.5,"$7,173.2","$1,468.6","$5,704.6",-,"$5,704.6",-,"$5,677.7","$8,048.399","$7,615.699",585,588,$9.71,$9.66,2020
Progressive,PGR,"$39,022.3","$33,468.8","$5,553.5",-,-,-,-,"$5,553.5",$-393.2,"$5,160.3","$1,180.3","$3,980",-,"$3,980",-,"$3,943.4","$5,892.9","$5,553.5",584,587,$6.75,$6.72,2019
Progressive,PGR,"$31,979","$28,490.5","$3,488.5",-,-,-,-,"$3,488.5",$-324.9,"$3,163.6",$542.6,"$2,621",-,"$2,621",-,"$2,593.9","$3,785.2","$3,488.5",582,587,$4.45,$4.42,2018
Progressive,PGR,"$26,839","$24,413.6","$2,425.4",-,-,-,-,"$2,425.4",$-286.5,"$2,138.9",$540.8,"$1,598.1",-,"$1,598.1",-,"$1,592.2","$2,747.7","$2,425.4",581,586,$2.74,$2.72,2017
Progressive,PGR,"$23,441.4","$21,715.4","$1,726.002",-,-,-,-,"$1,726.002",$-255.3,"$1,470.7",$413.5,"$1,057.2",-,"$1,057.2",-,"$1,031","$2,002.702","$1,726.002",582,585,$1.77,$1.76,2016
Progressive,PGR,"$20,853.8","$18,705.9","$2,147.9",-,-,-,-,"$2,147.9",$-236.3,"$1,911.6",$611.1,"$1,300.5",-,"$1,300.5",-,"$1,267.6","$2,396.8","$2,147.9",586,589,$2.16,$2.15,2015
Progressive,PGR,"$19,391.4","$17,297.3","$2,094.1",-,-,-,-,"$2,094.1",$-186.7,"$1,907.4",$626.4,"$1,281",-,"$1,281",-,"$1,281","$2,269.4","$2,094.1",591,595,$2.17,$2.15,2014
Analog Devices,ADI,"$12,305.54","$4,428.321","$7,877.218","$1,660.194","$1,273.584",$-160.71,"$4,054.106","$3,823.112",$-215.109,"$3,608.003",$293.424,"$3,314.579",-,"$3,314.579",-,"$3,314.579","$6,116.215","$3,823.112",502,506,$6.60,$6.55,2023
Analog Devices,ADI,"$12,013.95","$4,481.479","$7,532.474","$1,700.518","$1,266.175",$-274.509,"$4,253.774","$3,278.7",$-179.951,"$3,098.749",$350.188,"$2,748.561",-,"$2,748.561",-,"$2,748.561","$5,576.199","$3,278.7",519,523,$5.29,$5.25,2022
Analog Devices,ADI,"$7,318.286","$2,793.274","$4,525.012","$1,296.126",$915.418,$-84.456,"$2,832.811","$1,692.201",$-363.487,"$1,328.714",$-61.708,"$1,390.422",-,"$1,390.422",-,"$1,390.422","$2,766.835","$1,692.201",397,401,$3.50,$3.46,2021
Analog Devices,ADI,"$5,603.056","$1,912.578","$3,690.478","$1,050.519",$659.923,$-52.337,"$2,192.234","$1,498.244",$-186.627,"$1,311.617",$90.856,"$1,220.761",-,"$1,220.761",-,"$1,220.761","$2,309.167","$1,498.244",369,372,$3.31,$3.28,2020
Analog Devices,ADI,"$5,991.065","$1,977.315","$4,013.75","$1,130.348",$648.094,$-95.659,"$2,303.142","$1,710.608",$-224.88,"$1,485.728",$122.717,"$1,363.011",-,"$1,363.011",-,"$1,363.011","$2,521.859","$1,710.608",369,373,$3.68,$3.65,2019
Analog Devices,ADI,"$6,224.689","$1,974.293","$4,250.396","$1,165.047",$695.54,$-61.318,"$2,350.807","$1,899.589",$-244.275,"$1,655.314",$148.334,"$1,506.98",-,"$1,506.98",-,"$1,501.071","$2,698.652","$1,899.589",370,375,$4.05,$4.00,2018
Analog Devices,ADI,"$5,246.354","$2,078.113","$3,168.241",$968.133,$690.533,$-49.463,"$2,005.48","$1,162.761",$-228.014,$934.747,$129.368,$805.379,-,$805.379,-,$805.379,"$1,746.82","$1,162.761",346,350,$2.32,$2.29,2017
Analog Devices,ADI,"$3,421.409","$1,194.236","$2,227.173",$653.816,$461.438,$-13.684,"$1,199.061","$1,028.112",$-71.191,$956.921,$95.257,$861.664,-,$861.664,-,$861.664,"$1,237.902","$1,028.112",309,312,$2.79,$2.76,2016
Analog Devices,ADI,"$3,435.092","$1,175.83","$2,259.262",$637.459,$478.972,$-223.672,"$1,428.421",$830.841,$-20.727,$810.114,$113.236,$696.878,-,$696.878,-,$696.878,"$1,053.081",$830.841,313,317,$2.23,$2.20,2015
Analog Devices,ADI,"$2,864.773","$1,034.585","$1,830.188",$559.686,$454.676,$-37.322,"$1,077.704",$752.484,$-23.139,$729.345,$100.025,$629.32,-,$629.32,-,$629.32,$894.454,$752.484,313,318,$2.01,$1.98,2014
UPS,UPS,"$90,958","$21,254","$69,704",-,"$47,088","$-10,109","$60,563","$9,141",$-568,"$8,573","$1,865","$6,708",-,"$6,708",-,"$6,708","$12,507","$9,141",855,859,$7.81,$7.80,2023
UPS,UPS,"$100,338","$26,577","$73,761",-,"$47,720","$-9,759","$60,667","$13,094","$1,731","$14,825","$3,277","$11,548",-,"$11,548",-,"$11,548","$16,282","$13,094",868,871,$13.26,$13.20,2022
UPS,UPS,"$97,287","$25,695","$71,592",-,"$46,640","$-9,189","$58,782","$12,810","$3,785","$16,595","$3,705","$12,890",-,"$12,890",-,"$12,890","$15,763","$12,810",869,874,$14.75,$14.68,2021
UPS,UPS,"$84,628","$20,578","$64,050",-,"$44,529","$-9,139","$56,366","$7,684","$-5,840","$1,844",$501,"$1,343",-,"$1,343",-,"$1,343","$10,382","$7,684",867,871,$1.55,$1.54,2020
UPS,UPS,"$74,094","$17,717","$56,377",-,"$38,908","$-7,311","$48,579","$7,798","$-2,146","$5,652","$1,212","$4,440",-,"$4,440",-,"$4,440","$10,158","$7,798",864,869,$5.14,$5.11,2019
UPS,UPS,"$71,861","$18,568","$53,293",-,"$37,235","$-6,827","$46,269","$7,024","$-1,005","$6,019","$1,228","$4,791",-,"$4,791",-,"$4,791","$9,231","$7,024",866,870,$5.53,$5.51,2018
UPS,UPS,"$66,585","$15,987","$50,598",-,"$34,577","$-6,210","$43,069","$7,529",$-392,"$7,137","$2,232","$4,905",-,"$4,905",-,"$4,905","$9,811","$7,529",871,875,$5.63,$5.61,2017
UPS,UPS,"$61,610","$13,508","$48,102",-,"$32,534","$-5,656","$40,414","$7,688","$-2,567","$5,121","$1,699","$3,422",-,"$3,422",-,"$3,422","$9,912","$7,688",883,887,$3.88,$3.86,2016
UPS,UPS,"$58,363","$11,925","$46,438",-,"$31,028","$-5,658","$38,770","$7,668",$-326,"$7,342","$2,498","$4,844",-,"$4,844",-,"$4,844","$9,752","$7,668",901,906,$5.38,$5.35,2015
UPS,UPS,"$58,232","$13,714","$44,518",-,"$32,045","$-5,582","$39,550","$4,968",$-331,"$4,637","$1,605","$3,032",-,"$3,032",-,"$3,032","$6,891","$4,968",916,924,$3.31,$3.28,2014
